product_id,product_name,category,unit_cost,list_price,product_tier
P0900,Smart Scale Lite,Fitness,371.51,503.75,Premium
P0901,Keyboard 2025,Office,439.99,896.9,Premium
P0902,Desk Lamp 2025,Office,589.36,1138.16,Premium
P0903,Power Bank Max,Electronics,676.0,895.61,Premium
P0904,Cloud Backup Pro,Software,587.67,1001.71,Seasonal
P0905,Design Suite Max,Software,821.59,1271.81,Core
P0906,Laptop Stand Max,Accessories,273.27,640.83,Core
P0907,Yoga Mat Plus,Fitness,28.22,37.42,Core
P0908,Desk Lamp Plus,Office,412.31,601.88,Core
P0909,Desk Lamp Pro,Office,486.43,653.64,Premium
P0910,Travel Adapter 2026,Accessories,735.41,1222.5,Premium
P0911,Air Purifier Lite,Home,206.71,486.59,Core
P0912,Vacuum Cleaner 2026,Home,566.24,978.65,Premium
P0913,Monitor Pro,Office,414.01,551.66,Seasonal
P0914,Laptop Stand 2025,Accessories,566.11,1166.42,Core
P0915,Mixer Grinder 2026,Home,121.27,214.54,Seasonal
P0916,Design Suite Max,Software,780.26,1256.2,Seasonal
P0917,Phone Case Pro,Accessories,201.26,476.89,Core
P0918,Keyboard 2025,Office,359.2,487.47,Seasonal
P0919,Travel Adapter Pro,Accessories,768.54,1421.5,Core
P0920,Smart Scale Plus,Fitness,128.69,296.82,Seasonal
P0921,Vacuum Cleaner 2026,Home,600.56,958.75,Seasonal
P0922,Laptop Stand 2025,Accessories,594.82,773.95,Core
P0923,Air Purifier Lite,Home,639.18,870.15,Seasonal
P0924,Travel Adapter 2026,Accessories,379.79,628.41,Seasonal
P0925,Phone Case Lite,Accessories,177.69,245.32,Premium
P0926,Bluetooth Speaker Pro,Electronics,887.45,1166.08,Core
P0927,Smart Bulb Pro,Home,589.83,1325.85,Premium
P0928,Air Purifier Plus,Home,326.43,727.47,Premium
P0929,Keyboard Max,Office,335.41,794.74,Premium
P0930,Resistance Set 2025,Fitness,96.37,137.95,Premium
P0931,Fitness Band Max,Fitness,318.89,627.56,Core
P0932,Team Collaboration Pro,Software,112.61,223.5,Seasonal
P0933,Keyboard Max,Office,429.99,734.75,Core
P0934,Smart Bulb 2025,Home,117.92,231.53,Core
P0935,Monitor Plus,Office,625.94,808.21,Premium
P0936,Mouse Plus,Office,88.42,126.78,Seasonal
P0937,Smart Bulb Plus,Home,70.43,159.51,Core
P0938,Air Purifier 2025,Home,701.42,925.82,Seasonal
P0939,Desk Lamp 2025,Office,608.47,952.71,Core
P0940,Wireless Earbuds 2026,Electronics,213.78,294.44,Seasonal
P0941,Analytics Pro 2026,Software,657.84,948.78,Seasonal
P0942,Laptop Stand 2025,Accessories,402.8,927.61,Core
P0943,Laptop Stand 2025,Accessories,234.09,316.91,Seasonal
P0944,Cloud Backup Pro,Software,328.33,454.84,Premium
P0945,Mixer Grinder Plus,Home,242.87,451.76,Seasonal
P0946,Wireless Earbuds Max,Electronics,49.84,66.18,Core
P0947,Cloud Backup 2025,Software,102.81,176.86,Core
P0948,Resistance Set Lite,Fitness,64.2,101.85,Premium
P0949,Cloud Backup Pro,Software,201.43,276.25,Seasonal
P0950,Monitor Max,Office,425.96,944.18,Premium
P0951,Resistance Set Plus,Fitness,169.48,288.04,Premium
P0952,Resistance Set 2026,Fitness,168.57,343.77,Premium
P0953,Smart Scale 2026,Fitness,132.18,304.22,Premium
P0954,Fitness Band Max,Fitness,271.33,395.8,Seasonal
P0955,Bluetooth Speaker Plus,Electronics,70.12,113.99,Core
P0956,Keyboard Lite,Office,560.86,842.47,Premium
P0957,Cloud Backup 2026,Software,682.19,883.22,Core
P0958,Air Purifier Plus,Home,125.55,165.57,Core
P0959,Team Collaboration 2025,Software,239.16,560.46,Premium
P0960,Travel Adapter Plus,Accessories,895.49,1390.3,Core
P0961,Power Bank 2025,Electronics,796.78,1453.37,Premium
P0962,Phone Case Plus,Accessories,202.53,316.79,Premium
P0963,Mouse Max,Office,151.54,219.71,Core
P0964,Mouse 2025,Office,230.94,365.99,Seasonal
P0965,Monitor 2026,Office,226.74,427.31,Seasonal
P0966,Smartwatch Plus,Electronics,964.23,1277.13,Seasonal
P0967,Laptop Stand Lite,Accessories,137.62,313.8,Premium
P0968,Team Collaboration 2025,Software,709.56,1205.12,Premium
P0969,Power Bank 2025,Electronics,592.63,1016.67,Premium
P0970,Monitor Max,Office,205.86,307.63,Seasonal
P0971,Analytics Pro Pro,Software,540.28,1010.04,Premium
P0972,Air Purifier 2025,Home,706.98,1266.95,Seasonal
P0973,Wireless Earbuds Pro,Electronics,28.74,65.57,Core
P0974,Monitor 2026,Office,169.98,245.93,Premium
P0975,Team Collaboration Pro,Software,374.24,491.08,Premium
P0976,Mouse Plus,Office,338.31,613.06,Seasonal
P0977,Bluetooth Speaker Max,Electronics,274.93,487.58,Premium
P0978,Power Bank Pro,Electronics,582.69,1004.07,Premium
P0979,USB-C Cable Max,Accessories,777.88,1288.94,Seasonal
P0980,Monitor Pro,Office,571.33,762.75,Seasonal
P0981,Analytics Pro Pro,Software,116.16,265.96,Premium
P0982,Laptop Stand Lite,Accessories,142.77,186.38,Seasonal
P0983,Bluetooth Speaker Max,Electronics,666.79,1222.87,Seasonal
P0984,Design Suite Pro,Software,897.86,1264.28,Premium
P0985,Cloud Backup Pro,Software,550.62,1239.07,Core
P0986,Desk Lamp Lite,Office,19.04,43.17,Premium
P0987,Smart Bulb Lite,Home,188.52,310.39,Seasonal
P0988,Smart Bulb Pro,Home,833.75,1246.48,Premium
P0989,Bluetooth Speaker 2026,Electronics,612.36,1383.42,Core
P0990,Laptop Stand Lite,Accessories,498.37,920.87,Premium
P0991,Team Collaboration Lite,Software,294.29,688.61,Core
P0992,USB-C Cable Max,Accessories,492.81,742.07,Premium
P0993,Vacuum Cleaner Plus,Home,713.81,1152.86,Core
P0994,Yoga Mat 2026,Fitness,725.27,1253.09,Premium
P0995,Analytics Pro Max,Software,897.03,1449.61,Core
P0996,Air Purifier 2025,Home,189.04,383.67,Core
P0997,Cloud Backup 2026,Software,668.27,1151.31,Seasonal
P0998,Keyboard Lite,Office,841.36,1303.7,Seasonal
P0999,Wireless Earbuds 2026,Electronics,590.59,914.94,Seasonal
P1000,Smart Bulb Pro,Home,242.27,543.49,Core
P1001,Laptop Stand Max,Accessories,761.16,1021.9,Seasonal
P1002,Smart Bulb Max,Home,502.07,863.26,Premium
P1003,USB-C Cable Max,Accessories,196.11,350.06,Core
P1004,Air Purifier Plus,Home,749.97,1290.46,Core
P1005,Desk Lamp Pro,Office,608.63,815.61,Core
P1006,USB-C Cable Plus,Accessories,337.75,747.17,Seasonal
P1007,Wireless Earbuds Max,Electronics,274.09,492.75,Premium
P1008,Smart Scale Pro,Fitness,31.83,54.92,Core
P1009,Desk Lamp Max,Office,585.52,829.22,Premium
P1010,Monitor Lite,Office,36.02,70.7,Seasonal
P1011,Bluetooth Speaker 2025,Electronics,646.5,1383.18,Seasonal
P1012,Resistance Set Max,Fitness,82.4,152.69,Premium
P1013,Cloud Backup Pro,Software,341.88,643.28,Seasonal
P1014,Fitness Band Lite,Fitness,507.39,1057.93,Core
P1015,Power Bank 2026,Electronics,232.45,525.77,Premium
P1016,Design Suite Pro,Software,595.83,824.48,Core
P1017,Laptop Stand Plus,Accessories,680.25,927.86,Premium
P1018,USB-C Cable 2026,Accessories,526.31,1083.93,Premium
P1019,Yoga Mat 2026,Fitness,12.9,24.56,Core
P1020,Bluetooth Speaker Plus,Electronics,667.94,1241.36,Seasonal
P1021,Vacuum Cleaner Pro,Home,527.35,774.15,Seasonal
P1022,Team Collaboration Plus,Software,549.13,1182.6,Premium
P1023,Cloud Backup 2025,Software,798.74,1359.29,Premium
P1024,Monitor Max,Office,836.95,1461.83,Seasonal
P1025,Monitor Max,Office,30.84,40.66,Core
P1026,Team Collaboration Pro,Software,262.87,510.12,Core
P1027,Mouse Pro,Office,664.3,1073.28,Premium
P1028,Cloud Backup Plus,Software,820.63,1460.34,Core
P1029,Design Suite 2026,Software,83.49,159.15,Core
P1030,Travel Adapter Plus,Accessories,293.05,476.67,Seasonal
P1031,Monitor Max,Office,254.39,333.25,Premium
P1032,Bluetooth Speaker 2026,Electronics,505.77,1171.24,Premium
P1033,Cloud Backup Max,Software,411.67,859.57,Premium
P1034,Vacuum Cleaner Lite,Home,550.48,1082.29,Premium
P1035,Analytics Pro 2026,Software,264.02,543.47,Seasonal
P1036,Yoga Mat Max,Fitness,187.98,265.23,Seasonal
P1037,Bluetooth Speaker Max,Electronics,368.76,665.77,Core
P1038,Mixer Grinder Pro,Home,463.73,621.04,Premium
P1039,Fitness Band 2025,Fitness,244.46,324.66,Seasonal
P1040,Keyboard Max,Office,657.55,966.61,Core
P1041,Analytics Pro Plus,Software,21.48,50.93,Seasonal
P1042,Wireless Earbuds Pro,Electronics,496.9,814.47,Core
P1043,Fitness Band Plus,Fitness,1061.52,1398.02,Premium
P1044,Mouse Lite,Office,452.17,1023.69,Core
P1045,Power Bank Lite,Electronics,196.84,269.39,Premium
P1046,Vacuum Cleaner Plus,Home,413.42,534.45,Seasonal
P1047,Travel Adapter Plus,Accessories,669.55,1079.97,Premium
P1048,Mouse 2025,Office,34.86,57.88,Seasonal
P1049,Vacuum Cleaner Lite,Home,769.35,1088.72,Premium
P1050,Design Suite Pro,Software,123.93,234.11,Premium
P1051,Mouse 2025,Office,93.65,191.39,Seasonal
P1052,Resistance Set Plus,Fitness,49.75,113.25,Core
P1053,Travel Adapter Max,Accessories,581.62,954.68,Core
P1054,Team Collaboration Lite,Software,133.55,187.57,Seasonal
P1055,Mixer Grinder Lite,Home,500.73,752.64,Seasonal
P1056,Air Purifier Lite,Home,250.17,364.83,Core
P1057,Smartwatch Max,Electronics,44.86,92.41,Core
P1058,Bluetooth Speaker Plus,Electronics,1055.37,1437.15,Seasonal
P1059,Cloud Backup Max,Software,123.96,226.72,Premium
P1060,Design Suite 2026,Software,478.78,756.52,Core
P1061,Air Purifier 2025,Home,288.57,647.14,Seasonal
P1062,Travel Adapter 2025,Accessories,27.92,41.38,Core
P1063,Vacuum Cleaner Pro,Home,521.63,914.31,Premium
P1064,Wireless Earbuds Plus,Electronics,322.02,725.53,Premium
P1065,Phone Case Lite,Accessories,287.49,484.88,Core
P1066,Cloud Backup Max,Software,102.04,239.45,Premium
P1067,Yoga Mat Lite,Fitness,492.28,807.69,Core
P1068,Mouse Lite,Office,456.23,684.04,Seasonal
P1069,Phone Case 2026,Accessories,569.28,1263.86,Premium
P1070,Keyboard Pro,Office,526.43,848.21,Seasonal
P1071,Wireless Earbuds Max,Electronics,372.44,493.02,Seasonal
P1072,Smartwatch Max,Electronics,1053.64,1359.52,Premium
P1073,USB-C Cable Lite,Accessories,560.4,1043.02,Core
P1074,USB-C Cable 2026,Accessories,176.94,274.94,Seasonal
P1075,Keyboard Pro,Office,536.0,936.47,Premium
P1076,Power Bank 2025,Electronics,230.93,296.27,Core
P1077,Phone Case Plus,Accessories,157.96,273.18,Core
P1078,Desk Lamp Max,Office,469.46,797.67,Core
P1079,Smartwatch Max,Electronics,219.5,492.63,Seasonal
P1080,Team Collaboration 2025,Software,693.82,941.3,Seasonal
P1081,Analytics Pro 2025,Software,254.65,362.25,Seasonal
P1082,Bluetooth Speaker 2025,Electronics,189.94,370.34,Premium
P1083,Analytics Pro Plus,Software,505.29,850.43,Seasonal
P1084,Desk Lamp Pro,Office,194.64,394.54,Seasonal
P1085,Analytics Pro 2025,Software,1054.9,1393.86,Core
P1086,Fitness Band 2026,Fitness,482.04,850.59,Premium
P1087,Laptop Stand Pro,Accessories,122.32,227.25,Core
P1088,Team Collaboration 2025,Software,737.78,1015.49,Core
P1089,Air Purifier 2025,Home,440.68,657.31,Seasonal
P1090,Fitness Band Max,Fitness,368.98,551.21,Premium
P1091,Cloud Backup 2026,Software,126.66,256.09,Premium
P1092,Travel Adapter Max,Accessories,481.98,755.51,Premium
P1093,Desk Lamp Pro,Office,589.94,829.14,Core
P1094,Desk Lamp Max,Office,534.8,732.48,Premium
P1095,Air Purifier 2025,Home,325.77,626.41,Core
P1096,Phone Case Pro,Accessories,711.51,929.98,Core
P1097,Smart Scale Pro,Fitness,673.12,1007.73,Seasonal
P1098,Design Suite Pro,Software,301.19,662.26,Seasonal
P1099,Cloud Backup 2026,Software,588.74,1231.23,Core
P1100,Team Collaboration Pro,Software,208.76,396.31,Premium
P1101,Power Bank 2025,Electronics,474.38,623.54,Seasonal
P1102,Laptop Stand Plus,Accessories,735.58,1234.65,Core
P1103,Desk Lamp 2025,Office,399.78,551.25,Seasonal
P1104,Air Purifier Pro,Home,260.68,552.54,Core
P1105,Travel Adapter 2025,Accessories,242.46,412.26,Seasonal
P1106,Smart Scale Pro,Fitness,169.78,257.11,Premium
P1107,Laptop Stand Plus,Accessories,231.99,502.55,Premium
P1108,Mouse Lite,Office,206.27,329.91,Seasonal
P1109,Desk Lamp 2025,Office,524.89,761.3,Seasonal
P1110,Design Suite Plus,Software,272.94,624.43,Premium
P1111,Smart Bulb 2026,Home,662.54,1004.54,Premium
P1112,Smart Bulb Plus,Home,451.91,819.64,Seasonal
P1113,Smart Bulb Lite,Home,637.56,1119.98,Premium
P1114,Design Suite 2025,Software,522.22,877.36,Seasonal
P1115,USB-C Cable Lite,Accessories,104.01,212.23,Seasonal
P1116,Keyboard Max,Office,392.82,753.59,Premium
P1117,Fitness Band Max,Fitness,424.33,799.76,Core
P1118,Wireless Earbuds Lite,Electronics,629.43,983.03,Premium
P1119,Mixer Grinder Plus,Home,346.3,717.5,Seasonal
P1120,Keyboard Pro,Office,566.03,751.41,Seasonal
P1121,Yoga Mat Pro,Fitness,1037.79,1363.0,Premium
P1122,Fitness Band Pro,Fitness,451.28,710.01,Core
P1123,Bluetooth Speaker Max,Electronics,530.79,1222.61,Core
P1124,Smart Scale 2025,Fitness,795.73,1223.19,Premium
P1125,Smartwatch Lite,Electronics,755.29,1108.39,Premium
P1126,Wireless Earbuds Max,Electronics,381.12,883.3,Premium
P1127,Power Bank 2025,Electronics,388.95,514.33,Seasonal
P1128,Smartwatch 2025,Electronics,527.93,924.94,Premium
P1129,Travel Adapter Plus,Accessories,700.88,1048.76,Core
P1130,Mixer Grinder Max,Home,366.79,573.19,Premium
P1131,Phone Case Lite,Accessories,766.35,1373.2,Seasonal
P1132,Vacuum Cleaner Plus,Home,525.9,723.77,Core
P1133,Monitor Plus,Office,536.14,1028.01,Seasonal
P1134,Mixer Grinder Max,Home,457.53,603.36,Premium
P1135,Smart Scale Pro,Fitness,560.04,1046.57,Core
P1136,Phone Case Pro,Accessories,45.15,91.94,Premium
P1137,Vacuum Cleaner Pro,Home,529.16,1163.99,Core
P1138,Vacuum Cleaner 2026,Home,300.73,540.89,Core
P1139,Air Purifier 2025,Home,176.69,262.83,Premium
P1140,USB-C Cable Pro,Accessories,158.07,257.41,Seasonal
P1141,Team Collaboration Lite,Software,391.32,743.38,Core
P1142,Mouse 2025,Office,460.08,829.67,Seasonal
P1143,Team Collaboration 2026,Software,901.09,1195.28,Seasonal
P1144,Power Bank 2025,Electronics,293.15,574.23,Seasonal
P1145,Analytics Pro Lite,Software,819.24,1391.92,Premium
P1146,Resistance Set Plus,Fitness,634.4,1431.2,Core
P1147,Mouse Lite,Office,42.58,90.36,Core
P1148,Resistance Set Plus,Fitness,561.58,903.58,Seasonal
P1149,Wireless Earbuds 2026,Electronics,420.84,761.86,Seasonal
P1150,Vacuum Cleaner Lite,Home,546.87,1080.07,Premium
P1151,Monitor 2026,Office,317.04,534.24,Seasonal
P1152,Cloud Backup Max,Software,892.38,1339.05,Seasonal
P1153,Team Collaboration Plus,Software,589.18,972.73,Core
P1154,Smartwatch Max,Electronics,362.98,582.54,Seasonal
P1155,Desk Lamp 2026,Office,188.3,344.12,Core
P1156,Mouse Pro,Office,201.38,321.13,Premium
P1157,Smart Scale Max,Fitness,163.73,371.48,Premium
P1158,Cloud Backup Plus,Software,935.55,1287.89,Premium
P1159,Yoga Mat Plus,Fitness,511.58,757.08,Seasonal
P1160,Resistance Set Lite,Fitness,136.93,248.91,Premium
P1161,Yoga Mat Max,Fitness,1013.71,1462.49,Seasonal
P1162,Monitor 2025,Office,169.56,219.11,Premium
P1163,Mouse Max,Office,841.1,1147.7,Core
P1164,Vacuum Cleaner 2026,Home,333.22,454.65,Seasonal
P1165,Design Suite 2026,Software,93.88,165.77,Seasonal
P1166,Team Collaboration Plus,Software,49.14,108.01,Premium
P1167,Monitor Pro,Office,836.21,1429.87,Core
P1168,Smart Bulb 2026,Home,235.34,476.18,Premium
P1169,Phone Case Max,Accessories,552.84,763.1,Premium
P1170,Power Bank Max,Electronics,405.46,909.13,Core
P1171,Fitness Band 2026,Fitness,68.69,155.98,Core
P1172,Keyboard Lite,Office,483.84,922.08,Premium
P1173,Air Purifier Pro,Home,347.45,698.64,Core
P1174,Resistance Set 2025,Fitness,321.09,413.15,Core
P1175,Design Suite 2026,Software,616.13,1199.21,Seasonal
P1176,USB-C Cable Max,Accessories,559.13,1138.19,Premium
P1177,USB-C Cable Plus,Accessories,955.21,1311.75,Seasonal
P1178,Team Collaboration 2026,Software,341.68,615.0,Core
P1179,Smart Scale Plus,Fitness,368.04,781.72,Premium
P1180,Team Collaboration Lite,Software,189.18,266.63,Seasonal
P1181,Smart Scale Max,Fitness,480.96,1048.84,Premium
P1182,Team Collaboration 2025,Software,619.9,978.73,Premium
P1183,Keyboard 2026,Office,169.23,309.46,Seasonal
P1184,Keyboard Max,Office,780.51,1340.59,Seasonal
P1185,Laptop Stand Pro,Accessories,80.07,106.7,Seasonal
P1186,Monitor Pro,Office,356.47,486.09,Premium
P1187,Laptop Stand Plus,Accessories,698.03,1008.13,Seasonal
P1188,Power Bank Max,Electronics,559.07,761.05,Seasonal
P1189,Team Collaboration Max,Software,107.92,164.17,Seasonal
P1190,Wireless Earbuds 2025,Electronics,166.09,269.37,Core
P1191,Design Suite Lite,Software,964.03,1422.95,Seasonal
P1192,Team Collaboration Max,Software,429.34,955.89,Premium
P1193,Keyboard 2026,Office,188.61,381.82,Core
P1194,Yoga Mat Max,Fitness,495.52,1116.76,Premium
P1195,Vacuum Cleaner 2025,Home,104.37,179.09,Seasonal
P1196,Mouse 2026,Office,369.37,500.19,Seasonal
P1197,Analytics Pro 2025,Software,454.32,861.4,Premium
P1198,Team Collaboration 2026,Software,793.42,1118.9,Seasonal
P1199,Wireless Earbuds Lite,Electronics,340.09,529.74,Premium
P1200,Mixer Grinder Pro,Home,75.4,97.42,Seasonal
P1201,Smartwatch 2025,Electronics,69.4,89.31,Seasonal
P1202,USB-C Cable Pro,Accessories,637.37,1011.62,Core
P1203,Smart Scale Max,Fitness,839.1,1300.51,Core
P1204,Vacuum Cleaner 2026,Home,891.02,1220.68,Premium
P1205,Power Bank Lite,Electronics,537.34,746.14,Premium
P1206,Cloud Backup Max,Software,512.5,730.91,Seasonal
P1207,Team Collaboration Pro,Software,340.2,516.2,Core
P1208,Power Bank Pro,Electronics,124.6,174.93,Seasonal
P1209,Power Bank 2025,Electronics,437.14,990.22,Seasonal
P1210,Design Suite Max,Software,515.35,962.99,Core
P1211,Design Suite Lite,Software,11.52,24.55,Premium
P1212,Keyboard 2025,Office,325.39,591.11,Premium
P1213,Monitor 2025,Office,550.4,712.81,Core
P1214,Smart Bulb Pro,Home,757.83,1012.34,Seasonal
P1215,Keyboard Max,Office,248.63,503.3,Seasonal
P1216,Wireless Earbuds Pro,Electronics,281.83,499.59,Premium
P1217,Smart Bulb Pro,Home,308.17,585.81,Core
P1218,Vacuum Cleaner Plus,Home,988.58,1298.97,Seasonal
P1219,Travel Adapter Lite,Accessories,113.5,233.01,Premium
P1220,Design Suite Max,Software,488.82,954.63,Core
P1221,Wireless Earbuds Lite,Electronics,754.02,1040.61,Seasonal
P1222,Yoga Mat Pro,Fitness,477.94,1111.03,Core
P1223,Resistance Set Pro,Fitness,177.21,302.13,Premium
P1224,Smartwatch Plus,Electronics,686.92,1346.87,Premium
P1225,Travel Adapter 2025,Accessories,70.0,118.17,Core
P1226,Laptop Stand 2026,Accessories,50.79,87.65,Premium
P1227,Vacuum Cleaner Max,Home,94.8,123.79,Seasonal
P1228,Travel Adapter Plus,Accessories,454.74,1069.29,Seasonal
P1229,USB-C Cable Plus,Accessories,384.32,775.24,Seasonal
P1230,Travel Adapter 2026,Accessories,187.55,319.31,Core
P1231,Air Purifier Max,Home,342.16,608.82,Seasonal
P1232,Smart Scale Pro,Fitness,94.48,212.54,Premium
P1233,Phone Case 2026,Accessories,435.86,847.1,Seasonal
P1234,Mouse Max,Office,85.33,175.34,Seasonal
P1235,Wireless Earbuds Lite,Electronics,1023.54,1488.19,Premium
P1236,Yoga Mat Plus,Fitness,108.09,145.53,Premium
P1237,Team Collaboration Lite,Software,427.97,794.1,Premium
P1238,Yoga Mat Lite,Fitness,622.12,814.81,Core
P1239,Laptop Stand Max,Accessories,537.65,961.46,Core
P1240,Keyboard Pro,Office,377.19,490.75,Premium
P1241,Keyboard 2025,Office,15.97,24.4,Core
P1242,Phone Case Plus,Accessories,663.89,944.15,Premium
P1243,Power Bank Plus,Electronics,1011.79,1436.21,Core
P1244,USB-C Cable 2026,Accessories,828.03,1291.84,Premium
P1245,Bluetooth Speaker Lite,Electronics,436.44,828.51,Core
P1246,Monitor Lite,Office,840.53,1166.04,Seasonal
P1247,Design Suite Plus,Software,1072.09,1411.31,Seasonal
P1248,Laptop Stand Pro,Accessories,111.52,187.01,Premium
P1249,Phone Case Pro,Accessories,445.84,813.09,Premium
P1250,USB-C Cable 2025,Accessories,547.36,1115.46,Seasonal
P1251,Keyboard Lite,Office,213.79,427.05,Seasonal
P1252,Keyboard Lite,Office,408.68,926.17,Core
P1253,Vacuum Cleaner 2025,Home,667.59,1459.98,Premium
P1254,Keyboard Plus,Office,446.03,910.64,Seasonal
P1255,Keyboard Lite,Office,166.21,345.32,Seasonal
P1256,Bluetooth Speaker 2026,Electronics,649.4,937.67,Seasonal
P1257,Fitness Band Lite,Fitness,19.47,27.82,Seasonal
P1258,Wireless Earbuds Max,Electronics,539.73,992.95,Core
P1259,Desk Lamp Max,Office,500.9,711.97,Seasonal
P1260,Analytics Pro Lite,Software,452.35,595.89,Premium
P1261,Smart Bulb Max,Home,315.03,706.93,Premium
P1262,Smartwatch Pro,Electronics,521.15,1237.86,Core
P1263,Cloud Backup Plus,Software,873.29,1167.29,Premium
P1264,Cloud Backup Plus,Software,176.89,261.36,Seasonal
P1265,Smart Bulb Max,Home,801.55,1406.0,Seasonal
P1266,Mouse Max,Office,44.71,59.59,Premium
P1267,Yoga Mat Pro,Fitness,727.73,1130.79,Core
P1268,Bluetooth Speaker Plus,Electronics,378.52,670.77,Premium
P1269,Mixer Grinder Pro,Home,545.64,725.6,Premium
P1270,Analytics Pro Plus,Software,80.7,183.6,Seasonal
P1271,Travel Adapter Max,Accessories,322.07,552.69,Premium
P1272,Mouse Lite,Office,172.41,279.83,Core
P1273,Wireless Earbuds Lite,Electronics,263.67,538.2,Seasonal
P1274,Laptop Stand 2026,Accessories,421.3,779.76,Core
P1275,Travel Adapter Plus,Accessories,260.6,424.92,Premium
P1276,Travel Adapter Max,Accessories,393.05,633.15,Core
P1277,Desk Lamp Plus,Office,772.99,1298.99,Seasonal
P1278,Air Purifier 2026,Home,283.58,601.52,Premium
P1279,Monitor 2026,Office,728.37,1164.85,Premium
P1280,Keyboard 2026,Office,92.82,121.64,Core
P1281,Laptop Stand Plus,Accessories,531.78,686.98,Core
P1282,Power Bank Lite,Electronics,649.41,1486.07,Seasonal
P1283,USB-C Cable 2026,Accessories,693.37,1241.35,Premium
P1284,Fitness Band Plus,Fitness,390.7,735.77,Premium
P1285,Air Purifier Max,Home,250.98,528.45,Core
P1286,Air Purifier 2026,Home,307.37,547.89,Premium
P1287,Desk Lamp Lite,Office,22.33,37.17,Core
P1288,Power Bank Plus,Electronics,725.98,1144.15,Core
P1289,Smart Bulb Pro,Home,218.62,365.6,Core
P1290,USB-C Cable Max,Accessories,100.24,187.19,Seasonal
P1291,Vacuum Cleaner Lite,Home,584.96,1058.58,Seasonal
P1292,Phone Case Max,Accessories,273.41,427.13,Seasonal
P1293,Phone Case Max,Accessories,503.35,1004.41,Core
P1294,Keyboard Plus,Office,451.7,824.66,Premium
P1295,Resistance Set Plus,Fitness,570.21,899.47,Seasonal
P1296,Monitor 2025,Office,187.26,334.25,Seasonal
P1297,Fitness Band Max,Fitness,736.6,1069.97,Core
P1298,Travel Adapter Lite,Accessories,1095.82,1406.76,Core
P1299,Smartwatch Max,Electronics,285.73,558.78,Seasonal
P1300,Resistance Set Plus,Fitness,268.56,620.98,Seasonal
P1301,Resistance Set 2025,Fitness,477.58,647.95,Core
P1302,Bluetooth Speaker 2025,Electronics,609.7,1357.9,Core
P1303,Air Purifier 2025,Home,699.67,915.3,Seasonal
P1304,Yoga Mat 2026,Fitness,527.33,716.0,Premium
P1305,Resistance Set 2025,Fitness,795.99,1289.47,Core
P1306,Smartwatch Lite,Electronics,27.12,51.16,Premium
P1307,Design Suite Lite,Software,114.06,224.43,Premium
P1308,Mouse Plus,Office,400.27,593.69,Seasonal
P1309,Monitor Max,Office,425.97,974.69,Seasonal
P1310,Laptop Stand 2025,Accessories,154.5,218.42,Premium
P1311,Bluetooth Speaker Pro,Electronics,691.32,1226.43,Core
P1312,Laptop Stand Max,Accessories,685.83,1190.74,Seasonal
P1313,Cloud Backup Lite,Software,180.44,411.62,Core
P1314,Resistance Set 2026,Fitness,244.42,379.52,Core
P1315,Yoga Mat Lite,Fitness,127.93,235.03,Core
P1316,Wireless Earbuds 2026,Electronics,614.26,1059.59,Seasonal
P1317,Laptop Stand Pro,Accessories,847.78,1492.79,Core
P1318,Mouse 2026,Office,956.45,1249.24,Premium
P1319,Fitness Band Plus,Fitness,310.68,681.03,Premium
P1320,Fitness Band Lite,Fitness,370.75,749.09,Premium
P1321,Travel Adapter 2025,Accessories,608.38,1006.48,Premium
P1322,Fitness Band Pro,Fitness,370.25,579.79,Core
P1323,Bluetooth Speaker Max,Electronics,503.73,662.04,Seasonal
P1324,Keyboard Plus,Office,239.77,549.94,Premium
P1325,Resistance Set 2025,Fitness,947.23,1440.02,Premium
P1326,Smart Bulb 2025,Home,535.41,756.54,Seasonal
P1327,Mixer Grinder Pro,Home,1010.61,1321.08,Premium
P1328,USB-C Cable 2025,Accessories,600.91,919.02,Seasonal
P1329,Bluetooth Speaker Pro,Electronics,426.45,743.88,Core
P1330,Bluetooth Speaker 2026,Electronics,135.55,248.91,Premium
P1331,Monitor Plus,Office,485.53,972.48,Seasonal
P1332,USB-C Cable 2026,Accessories,424.88,790.32,Seasonal
P1333,Phone Case Max,Accessories,406.92,838.04,Premium
P1334,Mixer Grinder 2025,Home,551.66,994.37,Seasonal
P1335,Smart Scale Max,Fitness,83.89,189.34,Core
P1336,Vacuum Cleaner 2025,Home,93.14,130.26,Premium
P1337,Design Suite Plus,Software,758.05,1064.09,Core
P1338,Smartwatch Lite,Electronics,504.08,664.94,Seasonal
P1339,Travel Adapter Plus,Accessories,325.66,547.61,Seasonal
P1340,USB-C Cable 2025,Accessories,51.58,102.66,Seasonal
P1341,Resistance Set Plus,Fitness,770.68,1139.84,Premium
P1342,Yoga Mat Plus,Fitness,421.32,829.6,Seasonal
P1343,Air Purifier 2025,Home,413.3,728.4,Premium
P1344,Vacuum Cleaner Lite,Home,762.69,1274.46,Seasonal
P1345,Mixer Grinder 2025,Home,440.83,1033.22,Premium
P1346,Desk Lamp Plus,Office,123.45,252.79,Core
P1347,USB-C Cable Max,Accessories,408.66,898.7,Seasonal
P1348,Mouse Pro,Office,1095.41,1483.32,Seasonal
P1349,Travel Adapter 2025,Accessories,747.85,1447.51,Core
